#   COLUMN 1                        2                        3                        4                        5                        6                        7                        8                        9                       10                       11                       12                       13                       14                       15                       16                       17                       18                       19                       20                       21
#   TIMESTEP                     TIME                  Mass H1                 Mass He3                 Mass He4                 Mass C12                 Mass N14                 Mass O16                Mass Ne20                Mass Mg24                Mass Si28                 Mass S32                Mass Ar36                Mass Ca40                Mass Ti44                Mass Cr48                Mass Fe52                Mass Fe54                Mass Ni56                   Mass n                   Mass p
         206       0.0000000609003623   3.7845728146604168e-33   5.7518340941738468e-33   4.0384604742914090e-25   2.8222552675543345e-23   8.0749991650982278e-33   7.9062082396125832e-24   2.6103572299921691e-25   2.7785967738939304e-25   1.0031738724668108e-23   5.7673833159731391e-24   2.8828388028984001e-24   1.5496786391673929e-24   3.2812859447256021e-26   7.5098601963005411e-27   3.0271081059553190e-27   3.0685633711048119e-27   4.3227623138247529e-31   3.4723150220418844e-31   1.1399751331171504e-28
         207       0.0000000612324049   3.7758753036038548e-33   5.7533189672154702e-33   4.0464698550678106e-25   2.8170840450929325e-23   8.0915429842599682e-33   7.9212377437541385e-24   2.6110734242903295e-25   2.7836446395150313e-25   1.0062004680499983e-23   5.7818693710223618e-24   2.8866811253751651e-24   1.5516726051249134e-24   3.2834004023334743e-26   7.5205023339205172e-27   3.0415235894652895e-27   3.1064345962154701e-27   4.2844902131851262e-31   3.5443106673451693e-31   1.1540735078573795e-28
         208       0.0000000615641406   3.7671747836448539e-33   5.7548024399053965e-33   4.0547911433989450e-25   2.8119254516475059e-23   8.1082115034965898e-33   7.9363102246604579e-24   2.6110798825360414e-25   2.7873528494286764e-25   1.0092362254090653e-23   5.7963520847599231e-24   2.8904760413952201e-24   1.5536169141263385e-24   3.2854548044077213e-26   7.5304119410476463e-27   3.0555239014029937e-27   3.1450862274306846e-27   4.2740657381331991e-31   3.6205589019746507e-31   1.1684651744853069e-28
         209       0.0000000618964880   3.7584730804092882e-33   5.7562886172357228e-33   4.0633700233117557e-25   2.8067585479091817e-23   8.1248592426867548e-33   7.9513643109154495e-24   2.6121375454324303e-25   2.7906875166633119e-25   1.0122797736031406e-23   5.8108348538212870e-24   2.8942616383904776e-24   1.5555281467339114e-24   3.2876002662127146e-26   7.5397502745275155e-27   3.0691981303539970e-27   3.1844168032126236e-27   4.2512451222752408e-31   3.6919008175369223e-31   1.1831033957436169e-28
         210       0.0000000622289060   3.7497640845600607e-33   5.7577750764666317e-33   4.0725162979610282e-25   2.8015605306480564e-23   8.1415765455028174e-33   7.9663613553664236e-24   2.6163402288072768e-25   2.7945186096997379e-25   1.0153252055784612e-23   5.8252834848128279e-24   2.8980440070487749e-24   1.5574078584117747e-24   3.2898399929609593e-26   7.5485862828725106e-27   3.0824982247038503e-27   3.2242657954446888e-27   4.2476134773545339e-31   3.7631830260784707e-31   1.1979335633873202e-28
         211       0.0000000625610691   3.7410761747465870e-33   5.7592603596142485e-33   4.0820583337117106e-25   2.7963363152078981e-23   8.1581593127348110e-33   7.9813202852956614e-24   2.6223516186773915e-25   2.7995420315051833e-25   1.0183740548019161e-23   5.8396901161970593e-24   2.9018223279363548e-24   1.5592485286411938e-24   3.2920715176579225e-26   7.5568168603361852e-27   3.0952423817501531e-27   3.2648691859426694e-27   4.2268795746209570e-31   3.8467513968629773e-31   1.2130554239587238e-28
         212       0.0000000628925718   3.7323965422360284e-33   5.7607426501067391e-33   4.0916313631190608e-25   2.7911103852446732e-23   8.1747456869543177e-33   7.9962882890914278e-24   2.6274675163479693e-25   2.8054826066237784e-25   1.0214294443433937e-23   5.8540398990477382e-24   2.9056049476852799e-24   1.5610493190241592e-24   3.2942652237615707e-26   7.5643742047540720e-27   3.1072804673221653e-27   3.3064653528182710e-27   4.1525796923156044e-31   3.9354693195980276e-31   1.2285501290377408e-28
         213       0.0000000632236964   3.7237222663815199e-33   5.7622232061822840e-33   4.1012867702131417e-25   2.7858746067429345e-23   8.1913143262058133e-33   8.0113063840150500e-24   2.6317903104439771e-25   2.8118719284943679e-25   1.0244950638255380e-23   5.8683390971584326e-24   2.9094150849024733e-24   1.5628275731069955e-24   3.2965207427377564e-26   7.5714360775664604e-27   3.1187221260301415e-27   3.3488995495224378e-27   4.0871574179061929e-31   4.0116694854594901e-31   1.2443426977784020e-28
         214       0.0000000635556834   3.7150878030708669e-33   5.7637075727371541e-33   4.1104852494656602e-25   2.7806428503933332e-23   8.2074839766844008e-33   8.0264456096966027e-24   2.6328541940063508e-25   2.8180532792753704e-25   1.0275792951335668e-23   5.8826409621370680e-24   2.9132971801237213e-24   1.5646139243644210e-24   3.2989840314883151e-26   7.5783545380832825e-27   3.1298571091855702e-27   3.3917901891446559e-27   4.1054871161370694e-31   4.0638363979300970e-31   1.2602802861966492e-28
         215       0.0000000638888478   3.7063427352025404e-33   5.7651971581189994e-33   4.1194670181904001e-25   2.7753924142785241e-23   8.2242951083423910e-33   8.0416839544617585e-24   2.6333917012329232e-25   2.8234562691970935e-25   1.0306754645219046e-23   5.8969638203791420e-24   2.9172922664812150e-24   1.5664377519515231e-24   3.3017897009733898e-26   7.5855224737848093e-27   3.1409559251587194e-27   3.4345224091820766e-27   4.2247999184949554e-31   4.0870187041299127e-31   1.2761302160862327e-28
         216       0.0000000642229467   3.6976727714824594e-33   5.7666908753508979e-33   4.1281114790820444e-25   2.7701238401578253e-23   8.2404661404941852e-33   8.0569710713037652e-24   2.6342457549280151e-25   2.8284164903972508e-25   1.0337726840243108e-23   5.9113033884481295e-24   2.9214203111648501e-24   1.5683197440828118e-24   3.3049867920660392e-26   7.5932506650300860e-27   3.1521769893835558e-27   3.4765601938572166e-27   4.4132517094588986e-31   4.0831885113769474e-31   1.2916959351929113e-28
         217       0.0000000645582095   3.6889066401730900e-33   5.7681897519691284e-33   4.1360174523797749e-25   2.7648553649387919e-23   8.2572000033439445e-33   8.0723048451403767e-24   2.6340486078366501e-25   2.8327678893018996e-25   1.0368682529447845e-23   5.9256882503899064e-24   2.9256903937007055e-24   1.5702734259008612e-24   3.3085417118268062e-26   7.6017332099052785e-27   3.1635984694373610e-27   3.5176625641462437e-27   4.6460575901420601e-31   4.0586290880098167e-31   1.3068944752943122e-28
         218       0.0000000648951935   3.6801702514901007e-33   5.7696962792254263e-33   4.1437485468763758e-25   2.7595421040274868e-23   8.2735173875749063e-33   8.0877176298636579e-24   2.6353728266538972e-25   2.8370539055072156e-25   1.0399655090713842e-23   5.9401614361824155e-24   2.9300947666208154e-24   1.5723051601109621e-24   3.3123754978708122e-26   7.6110635596910690e-27   3.1752800964054760e-27   3.5577649800564269e-27   4.9140925879048822e-31   4.0198604597631019e-31   1.3217084527142135e-28
         219       0.0000000652334398   3.6713407910315160e-33   5.7712084050617579e-33   4.1509630836941138e-25   2.7542116941566491e-23   8.2903289399195685e-33   8.1031758808972565e-24   2.6367294563036691e-25   2.8411790811077023e-25   1.0430615552232946e-23   5.9547083340954834e-24   2.9346097395982081e-24   1.5744115240999683e-24   3.3164254799397390e-26   7.6212491317832442e-27   3.1872361139642061e-27   3.5967214469734701e-27   5.2159118482463803e-31   3.9716911344052206e-31   1.3360886038818451e-28
         220       0.0000000655728166   3.6625069626321101e-33   5.7727255394884558e-33   4.1574007838151648e-25   2.7488840908348959e-23   8.3070500830957310e-33   8.1186728000099789e-24   2.6368372225862961e-25   2.8448840647729032e-25   1.0461556820211856e-23   5.9693269785036295e-24   2.9392254516786042e-24   1.5765930772712890e-24   3.3206566694072578e-26   7.6323063638984426e-27   3.1994713239507809e-27   3.6344531579866996e-27   5.5477542805568454e-31   3.9174264323331765e-31   1.3500090463731168e-28
         221       0.0000000659137517   3.6536407984153175e-33   5.7742495954591852e-33   4.1632986849277466e-25   2.7435439905880042e-23   8.3238386969952532e-33   8.1342308658805138e-24   2.6365153081357304e-25   2.8481444042545465e-25   1.0492509936777294e-23   5.9840392240230863e-24   2.9439353092423866e-24   1.5788510264874861e-24   3.3250334150305901e-26   7.6442292469315530e-27   3.2119874162564862e-27   3.6710003253133602e-27   5.8998691767867886e-31   3.8598795974471401e-31   1.3634874868450090e-28
         222       0.0000000662562034   3.6447612169171309e-33   5.7757803855458490e-33   4.1687848649088838e-25   2.7381879087325108e-23   8.3405738447395922e-33   8.1498401281440595e-24   2.6362954104037144e-25   2.8510287511740185e-25   1.0523460271539381e-23   5.9988502130800655e-24   2.9487244612855544e-24   1.5811802419260944e-24   3.3295096511045666e-26   7.6569530595612752e-27   3.2247574336862282e-27   3.7064008488977556e-27   6.2612821880249744e-31   3.8014183545998238e-31   1.3765403300388308e-28
         223       0.0000000665998847   3.6358739615793477e-33   5.7773166269823070e-33   4.1739054501672754e-25   2.7328188049583876e-23   8.3572490466871984e-33   8.1654800262180655e-24   2.6364350584134022e-25   2.8535985307219955e-25   1.0554375863873723e-23   6.0137567517983560e-24   2.9535767307358864e-24   1.5835736591965005e-24   3.3340511982986428e-26   7.6703921405167512e-27   3.2377440467490212e-27   3.7406815542059762e-27   6.6282764919560553e-31   3.7435519878402709e-31   1.3891790205969587e-28
         224       0.0000000669447495   3.6269027553006007e-33   5.7788581124309702e-33   4.1785583660618824e-25   2.7274447728016679e-23   8.3744055590171951e-33   8.1811378126002936e-24   2.6365415542679335e-25   2.8558011528952553e-25   1.0585255128723336e-23   6.0287639860599619e-24   2.9584788687733940e-24   1.5860256528477233e-24   3.3386372685093195e-26   7.6844699001159157e-27   3.2509229759230259e-27   3.7738894252136436e-27   7.0060379248511702e-31   3.6871437204109826e-31   1.4014218232151752e-28
         225       0.0000000672910576   3.6179573881023346e-33   5.7804060020397882e-33   4.1829680483075417e-25   2.7220480885349058e-23   8.3912317250028923e-33   8.1968354075714373e-24   2.6372968562956624e-25   2.8579799785035627e-25   1.0616143825705080e-23   6.0438831915027254e-24   2.9634203808762682e-24   1.5885321326093589e-24   3.3432577894422572e-26   7.6991249483518994e-27   3.2642860597957332e-27   3.8060942988453689e-27   7.4009307344919601e-31   3.6327301648800250e-31   1.4132951400332354e-28
         226       0.0000000676387290   3.6089979538992655e-33   5.7819599374765035e-33   4.1871366210830813e-25   2.7166323249356554e-23   8.4080120340619887e-33   8.2125820348509900e-24   2.6381840690798011e-25   2.8602280067763279e-25   1.0647065831076122e-23   6.0591040297465636e-24   2.9683879044429018e-24   1.5910865939795088e-24   3.3479039968311576e-26   7.7142875195589555e-27   3.2778139840203148e-27   3.8373324174858698e-27   7.8145368139342281e-31   3.5806998746866157e-31   1.4248127827101514e-28
         227       0.0000000679874260   3.5999608109332569e-33   5.7835184074602818e-33   4.1909742248799698e-25   2.7112128600511329e-23   8.4252442504838194e-33   8.2283675609729798e-24   2.6384389374593120e-25   2.8622567407288806e-25   1.0678020110851364e-23   6.0744037288404976e-24   2.9733683813647192e-24   1.5936810754685940e-24   3.3525648175460830e-26   7.7298836908322422e-27   3.2914770148304061e-27   3.8676230151423218e-27   8.2453498743445516e-31   3.5314265027319919e-31   1.4359822486057430e-28
         228       0.0000000683373993   3.5909542785804617e-33   5.7850825309327829e-33   4.1947448974484986e-25   2.7057740654602348e-23   8.4421365895992974e-33   8.2442019615979390e-24   2.6391392264882381e-25   2.8640456189652716e-25   1.0709029536425332e-23   6.0897881491296389e-24   2.9783618924134904e-24   1.5963125770192013e-24   3.3572347473916087e-26   7.7458715237328591e-27   3.3052665526700183e-27   3.8970456390349828e-27   8.6915120174938449e-31   3.4853585916555110e-31   1.4468334481956950e-28
         229       0.0000000686889056   3.5819377371563029e-33   5.7866534542069921e-33   4.1987344958651858e-25   2.7002952053829897e-23   8.4589233316909843e-33   8.2600906552052048e-24   2.6417378028739787e-25   2.8657180028677233e-25   1.0740107096169374e-23   6.1052703627818226e-24   2.9833721804550917e-24   1.5989789340319355e-24   3.3619073324925915e-26   7.7622141245830677e-27   3.3191735975579032e-27   3.9256840371118994e-27   9.1491605109740999e-31   3.4429165316713096e-31   1.4573978196283067e-28
         230       0.0000000690416182   3.5728432067248247e-33   5.7882297151826912e-33   4.2026321818838388e-25   2.6947913016514515e-23   8.4760768059480220e-33   8.2760403066963545e-24   2.6444715533126040e-25   2.8677678604461489e-25   1.0771255583402660e-23   6.1208427208598682e-24   2.9883957532360023e-24   1.6016746425515902e-24   3.3665713790929755e-26   7.7788538723971317e-27   3.3331669076801404e-27   3.9535754966536991e-27   9.6104341755494123e-31   3.4043109425395654e-31   1.4676893836277984e-28
         231       0.0000000693954815   3.5637677328426967e-33   5.7898110676624166e-33   4.2056391746234649e-25   2.6893206266475137e-23   8.4929902129882190e-33   8.2920197584372961e-24   2.6437580255364736e-25   2.8694302281474309e-25   1.0802450506178116e-23   6.1364959041608628e-24   2.9934297470075118e-24   1.6043969085740440e-24   3.3712220830234666e-26   7.7957538578600175e-27   3.3472284767303997e-27   3.9807778560893371e-27   1.0068377756693711e-30   3.3694306287612385e-31   1.4777294506391471e-28
         232       0.0000000697446242   3.5548124206516850e-33   5.7913712769648532e-33   4.2081920586904353e-25   2.6839705280604664e-23   8.5098387476497856e-33   8.3076882930635430e-24   2.6425957654006160e-25   2.8698054397932675e-25   1.0833055937986287e-23   6.1519452091123568e-24   2.9983863127762745e-24   1.6070978952616446e-24   3.3757803264431944e-26   7.8126024336293656e-27   3.3611135850237782e-27   4.0069115793026582e-27   1.0511757908317033e-30   3.3383581578065949e-31   1.4873775343081265e-28
         233       0.0000000700874607   3.5460176163023042e-33   5.7929032590727426e-33   4.2108572093255284e-25   2.6787218911079194e-23   8.5265194341440466e-33   8.3229246945388584e-24   2.6444590569480318e-25   2.8703497897864841e-25   1.0862900949179161e-23   6.1670947986083202e-24   3.0032373629980743e-24   1.6097621829909318e-24   3.3802234097893627e-26   7.8292942723970688e-27   3.3747526705121032e-27   4.0319349740978830e-27   1.0941347958883112e-30   3.3104926950198788e-31   1.4966175922487510e-28
         234       0.0000000704333152   3.5371660074320351e-33   5.7944486788313751e-33   4.2142782067504658e-25   2.6733790917967773e-23   8.5432643486958810e-33   8.3381511972000552e-24   2.6522611118022379e-25   2.8724641616453625e-25   1.0892856019419772e-23   6.1823434263703857e-24   3.0081112271462101e-24   1.6124593173198419e-24   3.3846647244066605e-26   7.8462637634502552e-27   3.3885138388843607e-27   4.0565756962420344e-27   1.1372949069091857e-30   3.2846304166886749e-31   1.5057179227571286e-28
         235       0.0000000707872125   3.5280897893340367e-33   5.7960299856314022e-33   4.2185779583943610e-25   2.6678447551883013e-23   8.5604956166892484e-33   8.3536912962927232e-24   2.6648247515348141e-25   2.8770975843284015e-25   1.0923482471162635e-23   6.1979151576176931e-24   3.0130780062992118e-24   1.6152258510363262e-24   3.3891539224989846e-26   7.8637437766741988e-27   3.4025944819142068e-27   4.0812050557252745e-27   1.1813481700102464e-30   3.2603823736608162e-31   1.5148156590940336e-28
         236       0.0000000711469899   3.5189127179077977e-33   5.7976375088686807e-33   4.2233163870122089e-25   2.6621625637085887e-23   8.5775007575278357e-33   8.3696805879697898e-24   2.6764304156992151e-25   2.8842700678067183e-25   1.0954823194220446e-23   6.2137525097064472e-24   3.0181138126299693e-24   1.6180425168281613e-24   3.3936451262962604e-26   7.8816097762322138e-27   3.4169039535242515e-27   4.1056884327493553e-27   1.2254978609354367e-30   3.2381929171648028e-31   1.5238613864297713e-28
         237       0.0000000715079592   3.5096913738444844e-33   5.7992503001785739e-33   4.2264088227820133e-25   2.6565415304737958e-23   8.5945454880928196e-33   8.3860477562293665e-24   2.6748804121134158e-25   2.8910597959938607e-25   1.0986629357504789e-23   6.2296966509506747e-24   3.0231530085011219e-24   1.6208688771651941e-24   3.3980462493466592e-26   7.8995978971977054e-27   3.4312500003122353e-27   4.1297626756317134e-27   1.2687279959478794e-30   3.2194055275230418e-31   1.5327589846667108e-28
         238       0.0000000718594275   3.5007347547634151e-33   5.8008205943379443e-33   4.2279049212604154e-25   2.6512180708365767e-23   8.6111962223065742e-33   8.4021253384765319e-24   2.6629511880872511e-25   2.8922246086808436e-25   1.1017665870604954e-23   6.2452829823191292e-24   3.0280384461161074e-24   1.6236150774370675e-24   3.4021920981925299e-26   7.9171163078277479e-27   3.4452002638589986e-27   4.1528258072961294e-27   1.3099296138034792e-30   3.2061975347773960e-31   1.5412876766807657e-28
         239       0.0000000722027916   3.4920083220891009e-33   5.8023546367501331e-33   4.2300642218799068e-25   2.6460329926983000e-23   8.6275475556352356e-33   8.4175942562481351e-24   2.6577917816913878e-25   2.8905795775839711e-25   1.1047658776361750e-23   6.2605259201628637e-24   3.0327766516739162e-24   1.6262869049334075e-24   3.4061077008458606e-26   7.9341691549502012e-27   3.4588017457109548e-27   4.1750693262980165e-27   1.3497910016959020e-30   3.1989553469693894e-31   1.5495187742684465e-28
         240       0.0000000725475113   3.4832399087976032e-33   5.8038946903142999e-33   4.2337579410938397e-25   2.6407457742949132e-23   8.6441278975902597e-33   8.4327343709884222e-24   2.6659736492488458e-25   2.8907736905135839e-25   1.1077411493983556e-23   6.2757857903637886e-24   3.0374845698748315e-24   1.6289546605417073e-24   3.4099528747647765e-26   7.9511754915026194e-27   3.4724238628304433e-27   4.1971337487577936e-27   1.3896672758271986e-30   3.1961606465136506e-31   1.5576879872884934e-28
         241       0.0000000729014569   3.4742138273650545e-33   5.8054759084597379e-33   4.2389181103809564e-25   2.6352057562240647e-23   8.6612543107453678e-33   8.4480323652077024e-24   2.6847441520957078e-25   2.8955691043679157e-25   1.1107824496318105e-23   6.2913755126373498e-24   3.0422751402966064e-24   1.6316792115810046e-24   3.4138945112815335e-26   7.9685055466622596e-27   3.4863802624140115e-27   4.2194743064783474e-27   1.4305118445997153e-30   3.1947823988715197e-31   1.5659608890641707e-28
         242       0.0000000732584057   3.4651421603051590e-33   5.8070704821623771e-33   4.2448191439215062e-25   2.6295239037691442e-23   8.6780820209605057e-33   8.4635831176748747e-24   2.7049041391057270e-25   2.9052063265634095e-25   1.1138732054490557e-23   6.3070418492520138e-24   3.0470898959887756e-24   1.6344151151325988e-24   3.4179062473802419e-26   7.9858672039270799e-27   3.5004197378649024e-27   4.2416627893709271e-27   1.4716891018461011e-30   3.1933732670739316e-31   1.5741774359401658e-28
         243       0.0000000736242442   3.4558498863901479e-33   5.8087047018958698e-33   4.2494264956533224e-25   2.6237350170679550e-23   8.6950267608240265e-33   8.4799907911499822e-24   2.7109261421651381e-25   2.9170834936490568e-25   1.1171003867297847e-23   6.3231054641647261e-24   3.0520278541281960e-24   1.6372082510268765e-24   3.4220420447341143e-26   8.0035435348424112e-27   3.5147489633798689e-27   4.2640802254483186e-27   1.5140895444460299e-30   3.1930793052200354e-31   1.5824798954465111e-28
         244       0.0000000739842761   3.4466550899392046e-33   5.8103129241702673e-33   4.2509274110269617e-25   2.6182645067432772e-23   8.7121751099237379e-33   8.4966127656361570e-24   2.6934915914470030e-25   2.9225717679317838e-25   1.1203226892573885e-23   6.3389595602694229e-24   3.0569060579578843e-24   1.6399495118479774e-24   3.4261444210933984e-26   8.0208315051318730e-27   3.5287814342913071e-27   4.2858470322588827e-27   1.5564031480666439e-30   3.1936113309146840e-31   1.5905422071479910e-28
         245       0.0000000743244803   3.4381281003816689e-33   5.8118325315990944e-33   4.2525740114095534e-25   2.6131654134955884e-23   8.7275639599977743e-33   8.5122728441835450e-24   2.6782997116864571e-25   2.9212275367097253e-25   1.1233474349943648e-23   6.3539559692120736e-24   3.0615473114788141e-24   1.6425405758573795e-24   3.4300647153939809e-26   8.0371351849639900e-27   3.5419949230282416e-27   4.3061193886315957e-27   1.5969727509917664e-30   3.1923872549739269e-31   1.5980492626200864e-28
         246       0.0000000746621847   3.4295826313382303e-33   5.8133409323366447e-33   4.2553647770842584e-25   2.6080685800987849e-23   8.7436459500716139e-33   8.5273624912982044e-24   2.6766763411994305e-25   2.9188221270451626e-25   1.1262960053488405e-23   6.3687987323106644e-24   3.0661834108533654e-24   1.6451197099447202e-24   3.4340027177835478e-26   8.0533516004871242e-27   3.5550794013312305e-27   4.3259158666176583e-27   1.6377761610705493e-30   3.1877834117667798e-31   1.6053766870749137e-28
         247       0.0000000750089809   3.4207886170919267e-33   5.8148898981797295e-33   4.2598730469862950e-25   2.6027146362267764e-23   8.7603214214928095e-33   8.5424330210709475e-24   2.6907235775742383e-25   2.9199589739249093e-25   1.1292814679489276e-23   6.3839627912445017e-24   3.0709657949626546e-24   1.6477778802946935e-24   3.4380861795261515e-26   8.0700755587238862e-27   3.5684915579980703e-27   4.3458725093314050e-27   1.6800917742013021e-30   3.1788312014537419e-31   1.6127590834164264e-28
         248       0.0000000753669139   3.4117913858669077e-33   5.8164885536295160e-33   4.2657058049919148e-25   2.5970572289481442e-23   8.7767897807778320e-33   8.5578685437037654e-24   2.7137601991854477e-25   2.9268247551456542e-25   1.1323554590695119e-23   6.3995487827352149e-24   3.0759246356986192e-24   1.6505304283494161e-24   3.4423193023134810e-26   8.0874150556300788e-27   3.5823078571461205e-27   4.3660671404349292e-27   1.7241946856522594e-30   3.1657384531032316e-31   1.6202254830486782e-28
         249       0.0000000757297048   3.4026162970814937e-33   5.8181088474815939e-33   4.2712568839990933e-25   2.5912613752206452e-23   8.7935465268143301e-33   8.5738198414048365e-24   2.7313582269124501e-25   2.9388227580106363e-25   1.1355096347270161e-23   6.4153382810886481e-24   3.0809835112374455e-24   1.6533289649996011e-24   3.4466183580913654e-26   8.1050574227703124e-27   3.5962774910250600e-27   4.3861189374956355e-27   1.7696503990049327e-30   3.1493992343265582e-31   1.6276357347047345e-28
         250       0.0000000760918792   3.3934601397212319e-33   5.8197263307263306e-33   4.2737793962096595e-25   2.5856268782677685e-23   8.8101351128471220e-33   8.5903431694952907e-24   2.7248156920300757e-25   2.9496056411006324e-25   1.1387183939399441e-23   6.4311657226566286e-24   3.0860786079565155e-24   1.6561322901937000e-24   3.4509185326018563e-26   8.1227237306181836e-27   3.6101825662819439e-27   4.4057209831747542e-27   1.8161016553247872e-30   3.1307554427747577e-31   1.6348771072033833e-28
         251       0.0000000764432436   3.3846346692048929e-33   5.8212954903209823e-33   4.2745433624088371e-25   2.5803199487809730e-23   8.8260717611705276e-33   8.6066409230246487e-24   2.7062419242447083e-25   2.9525089064496161e-25   1.1418447670217718e-23   6.4466110157027942e-24   3.0910719957531061e-24   1.6588629950938914e-24   3.4550984026257876e-26   8.1399080128026108e-27   3.6236277547053003e-27   4.4243493723717299e-27   1.8621704499939085e-30   3.1111087380074588e-31   1.6417568632956465e-28
         252       0.0000000767897624   3.3759221877599412e-33   5.8228429710006724e-33   4.2760386822720917e-25   2.5750892878838621e-23   8.8421062145004421e-33   8.6224914609847222e-24   2.6961510740752923e-25   2.9510910972097700e-25   1.1448895193841263e-23   6.4618958518059795e-24   3.0960400305855363e-24   1.6615682691698359e-24   3.4592233583629128e-26   8.1568987230018795e-27   3.6368393408540217e-27   4.4423564941886943e-27   1.9080875820808454e-30   3.0907641438015692e-31   1.6484058224772583e-28
         253       0.0000000771398083   3.3670868829477610e-33   5.8244061637717488e-33   4.2789748848220729e-25   2.5697189592856985e-23   8.8586435831506161e-33   8.6381326248612040e-24   2.7002912105747968e-25   2.9503929378689331e-25   1.1479186250753349e-23   6.4773467075118051e-24   3.1010880071724456e-24   1.6643136799426829e-24   3.4633882065902387e-26   8.1741058678628290e-27   3.6501316046647221e-27   4.4601895085979532e-27   1.9541198346647309e-30   3.0695656965193820e-31   1.6549894435746516e-28
         254       0.0000000774944076   3.3581901608859238e-33   5.8259896468959049e-33   4.2831805702772358e-25   2.5641594108039427e-23   8.8749235269613180e-33   8.6537571060095507e-24   2.7153541621365333e-25   2.9539293908080425e-25   1.1509631904559689e-23   6.4929907050264349e-24   3.1062173817751301e-24   1.6671062377014796e-24   3.4675937845877509e-26   8.1915801070397023e-27   3.6635397008599429e-27   4.4779002901550986e-27   1.9995696757686934e-30   3.0476142819715808e-31   1.6615270402701623e-28
         255       0.0000000778523105   3.3491777255007805e-33   5.8275878318886455e-33   4.2875723314743658e-25   2.5584685003956707e-23   8.8913461102278900e-33   8.6696370281736236e-24   2.7306597839047607e-25   2.9622505489056449e-25   1.1540512619788511e-23   6.5087927800207810e-24   3.1114072923395584e-24   1.6699346083778133e-24   3.4718181133717804e-26   8.2092465259467486e-27   3.6770108012832182e-27   4.4954269602478348e-27   2.0439505084806411e-30   3.0251321467207288e-31   1.6679959168080515e-28
         256       0.0000000782119221   3.3401428420269440e-33   5.8291935920303077e-33   4.2902350396546226e-25   2.5528046078530691e-23   8.9075102946780694e-33   8.6860118370074137e-24   2.7315160142849561e-25   2.9718236408400637e-25   1.1572000484345246e-23   6.5247279488802399e-24   3.1166407538305354e-24   1.6727860054753863e-24   3.4760446751427627e-26   8.2270126003232447e-27   3.6904789966059531e-27   4.5126936487096727e-27   2.0876155869674720e-30   3.0023533745421890e-31   1.6743682072130983e-28
         257       0.0000000785676430   3.3312191193033257e-33   5.8307819287650078e-33   4.2912628808305042e-25   2.5473138351531211e-23   8.9234653629790421e-33   8.7025620406762479e-24   2.7193858713930995e-25   2.9768417043773470e-25   1.1603456717111587e-23   6.5405827019468504e-24   3.1218402218318007e-24   1.6756160020601568e-24   3.4802047682149578e-26   8.2445914993781203e-27   3.7037329591518362e-27   4.5294430382467349e-27   2.1309165223649116e-30   2.9798029807469514e-31   1.6805491338089590e-28
         258       0.0000000789230460   3.3223343981222197e-33   5.8323688006594146e-33   4.2922267093905529e-25   2.5418693689352628e-23   8.9393530105137501e-33   8.7191222168723239e-24   2.7072332333848905e-25   2.9774121226519918e-25   1.1634788871914138e-23   6.5565036487609524e-24   3.1270567975467391e-24   1.6784531350075045e-24   3.4843402913349671e-26   8.2621517706479336e-27   3.7169057983851876e-27   4.5458566624911189e-27   2.1748422892950915e-30   2.9574153632819123e-31   1.6866058656659043e-28
         259       0.0000000792771344   3.3134376482845704e-33   5.8339497593497680e-33   4.2938232255622230e-25   2.5364245563880953e-23   8.9556326096604085e-33   8.7354132516768969e-24   2.7026061349882892e-25   2.9763376936445960e-25   1.1665697226370087e-23   6.5724147644497047e-24   3.1322691124449008e-24   1.6812895461122691e-24   3.4884358283001493e-26   8.2796427708571444e-27   3.7299601253379431e-27   4.5619010698642612e-27   2.2189821782935664e-30   2.9355212992067202e-31   1.6925263440891728e-28
